id	tipo	pt	yrl	flags
art17.par4	paragrafo	É vedada a utilização pelos partidos políticos de organização paramilitar.	ũbá taxari partidu tasúpé tayumuatiri suraára tapiterarupí;	
art17.par5	paragrafo	Ao eleito por partido que não preencher os requisitos previstos no § 3º deste artigo é assegurado o mandato e facultada a filiação, sem perda do mandato, a outro partido que os tenha atingido, não sendo essa filiação considerada para fins de distribuição dos recursos do fundo partidário e de acesso gratuito ao tempo de rádio e de televisão.	yuparawákawá tiramẽ upurakai papéra mayê uikúwa §3º artigo yaára yupitásúka imuraákí asui ũbá yumuapika awá irũ mã ũbá uperderi imuraákí aãmũ partidu supé arã kuá yumuapikasá aé ũba yumusasá rupiá maã partidu rupí asui iwasú takũtai radiu rupí asui televisãu.	
art17.par6	paragrafo	Os Deputados Federais, os Deputados Estaduais, os Deputados Distritais e os Vereadores que se desligarem do partido pelo qual tenham sido eleitos perderão o mandato, salvo nos casos de anuência do partido ou de outras hipóteses de justa causa estabelecidas em lei, não computada, em qualquer caso, a migração de partido para fins de distribuição de recursos do fundo partidário ou de outros fundos públicos e de acesso gratuito ao rádio e à televisão.	deputadu federau deputadu istaduau deputadu didtritau asui veriadú-ita tayuyuúka ramẽ partidu sui marupí taparawaákawá, aĩtá tasú taáperderi taãmuraákí ayũté mairamẽ partidu umuyã papéra aãmũ nũgaára rupí suãtisá ũbeuwa yawé ũbá yũpinima mayê ramẽ partidu usẽmu usú arã umuyã muraákí u miíra-itá supé arã asui uwiké iwasúima radiu asui televisãu upé;	
art17.par7	paragrafo	Os partidos políticos devem aplicar no mínimo 5% (cinco por cento) dos recursos do fundo partidário na criação e na manutenção de programas de promoção e difusão da participação política das mulheres, de acordo com os interesses intrapartidários.	partidu pulitiku-itá tarikuté taxari 5% (pu pursentu) sikuyaára partidu yaára suiwaára yukiaáraisa rupiáára asui yupisasu rupiá programa-ita asui kuyã-ita uwikéarã partidu upé mayê tamanduaí siíya partidu-ita;	
art17.par8	paragrafo	O montante do Fundo Especial de Financiamento de Campanha e da parcela do fundo partidário destinada a campanhas eleitorais, bem como o tempo de propaganda gratuita no rádio e na televisão a ser distribuído pelos partidos às respectivas candidatas, deverão ser de no mínimo 30% (trinta por cento), proporcional ao número de candidatas, e a distribuição deverá ser realizada conforme critérios definidos pelos respectivos órgãos de direção e pelas normas estatutárias, considerados a autonomia e o interesse partidário.	iturususá kua diñeru aãmurupixĩga waá rupiaára kãpayã rupiaára asui isuiwára partidu tayaára Purũgitásá parawaáka rupiáára mayê kuntaisá yawéntu radiu asui televisãu upé partiduita tameẽ arã kãdidatu tasúpé arã urikútê tameẽ 30% (trinta pursẽtu) mayê siíyasá kãdidatu asui tameẽ arã tarikuté taárasú mayê uikú papéra kuára upé urgãu rupiá sui pinimasá rupí mamẽ tarikú autunumia asui partidu putáwa;	
art19.caput	caput	É vedado à União, aos Estados, ao Distrito Federal e aos Municípios:	Ũbá upuderi uniãu, istadu-itá distritu federau asui tetãma-ita tasúpé;	
art19.caput.inc1	inciso	estabelecer cultos religiosos ou igrejas, subvencioná-los, embaraçar-lhes o funcionamento ou manter com eles ou seus representantes relações de dependência ou aliança, ressalvada, na forma da lei, a colaboração de interesse público;	taãmũyã kutu religiuzu u tupauku-ita, tapurũgitá tarupí taãmuapatuka aĩtá taikú tairũ u tapita tayawé u tayumuapika ayũté suãtisá rupí tapuderi tameẽ maã payẽ supé;	
art19.caput.inc2	inciso	recusar fé aos documentos públicos;	taxari ruyaisá dukumẽtu rupí;	
art19.caput.inc3	inciso	criar distinções entre brasileiros ou preferências entre si.	mukiriai aãmurupisá-itá braziupúra-irá tairũ u aĩtá pawáte;	
art20.caput	caput	São bens da União:	uniãu yaára kuá-itá;	
art20.caput.inc1	inciso	os que atualmente lhe pertencem e os que lhe vierem a ser atribuídos;	mãnũgá iyaára waáte uyí aára asui mãita uikúarã waitá;	
art20.caput.inc2	inciso	as terras devolutas indispensáveis à defesa das fronteiras, das fortificações e construções militares, das vias federais de comunicação e à preservação ambiental, definidas em lei;	iwí ũbawa awá uikú aápe frũtêra muyakũta kirĩbawasá tasúi asui suraára tasúi peé federau purũgitasá rupiá asui mukaáturusá iwí mayê ũbeu suãtisá;	
art20.caput.inc3	inciso	os lagos, rios e quaisquer correntes de água em terrenos de seu domínio, ou que banhem mais de um Estado, sirvam de limites com outros países, ou se estendam a território estrangeiro ou dele provenham, bem como os terrenos marginais e as praias fluviais;	ipáwaitá paáraranã asui mayêwãtu gárapé uikúwa muyakũtasá upé usasáwa aãmũ istadu tapitera rupí umuyãwa siíkasá aãmũ tetãma irũ u usasáwa aãmũ tetãma kití u uúriwa asuí mayê yuiri uikúwa paranã rĩbiwa rupí asui praya-ita;	
art20.caput.inc4	inciso	as ilhas fluviais e lacustres nas zonas limítrofes com outros países; as praias marítimas; as ilhas oceânicas e as costeiras, excluídas, destas, as que contenham a sede de Municípios, exceto aquelas áreas afetadas ao serviço público e a unidade ambiental federal, e as referidas no art. 26, II;	kaápuãmu paranãpura-ita u ipawá-ita umuyãwa siíkasá aãmũ tetãma irũ; praya-itá paranã rĩbiwa rupí; kapuã oseanu rupíwa asui simbiwa turusúsá usẽmu, kuá sui mamẽ aikuéwa Tetãma u mamẽ aikuéwa miíra-itá muraákí asui mamẽ aikuéwa federau-ita mayê ũbeu art.26, II upé;	
art20.caput.inc5	inciso	os recursos naturais da plataforma continental e da zona econômica exclusiva;	maã aikuéwa iwaté piíriwa kuntinenti upé asui usaisúwa ayũté ixupé;	
art20.caput.inc6	inciso	o mar territorial;	paáranã wasú tetãma upé;	
art20.caput.inc7	inciso	os terrenos de marinha e seus acrescidos;	mariyã iwí-ita asui aãmu-ita xĩga;	
art20.caput.inc8	inciso	os potenciais de energia hidráulica;	kirĩbasá musẽdisá paranã upéwa;	
art20.caput.inc9	inciso	os recursos minerais, inclusive os do subsolo;	itásẽdíwa-itá asui uikú waitá iwí wira kití;	
art20.caput.inc10	inciso	as cavidades naturais subterrâneas e os sítios arqueológicos e pré-históricos;	uikú waitá iwí wira upé asui tẽdá purãgawa-itá asui kuximawárawa-ita;	
art20.caput.inc11	inciso	as terras tradicionalmente ocupadas pelos índios.	iwí mamẽ indiu-ita taikú kuxima suiwaára;	
art20.par1	paragrafo	É assegurada, nos termos da lei, à União, aos Estados, ao Distrito Federal e aos Municípios a participação no resultado da exploração de petróleo ou gás natural, de recursos hídricos para fins de geração de energia elétrica e de outros recursos minerais no respectivo território, plataforma continental, mar territorial ou zona econômica exclusiva, ou compensação financeira por essa exploração.	suãtisá ũbeu uniãu supé, istadu-itá distritu federau asui Tetãma mirita tamarã sikuyaára resé kuá pretruleu gaz usẽmuwa paranã sui musẽdisáarã tayukawá asui aãmuita mayê mineriu tẽdá-itá rupí, iwíteraita parárana-ita u sikuyaára rupiá retéwa u tameẽ ramẽ sikuyaára maã tayukawá;	
art20.par2	paragrafo	A faixa de até cento e cinquenta quilômetros de largura, ao longo das fronteiras terrestres, designada como faixa de fronteira, é considerada fundamental para defesa do território nacional, e sua ocupação e utilização serão reguladas em lei.	ayũté sẽtusĩkuẽta kilumetru turusúsá aápekaátusá frũtêra rupí taserukawá usiíkasá aápe, aé yepé maãkatúwa iwí pitasúkasá rupiá uikúsá asui upurakisá suãtisá umaã sesé;	
art23.caput	caput	É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:	uniãu istadu-itá distritu federau asui TETÃMA-ITA tarikuté;	
art23.caput.inc1	inciso	zelar pela guarda da Constituição, das leis e das instituições democráticas e conservar o patrimônio público;	tamuyakũta kaátuwa kuá kunstitisãu suãtisáita asui ukapi wasúita asui umukaáturu maã payẽ awá yaára;	
art23.caput.inc2	inciso	cuidar da saúde e assistência pública, da proteção e garantia das pessoas portadoras de deficiência;	muyakũta saudi resé asui maã payẽ resé suãti asui maã kaátuwa mtiri taresé;	
art23.caput.inc3	inciso	proteger os documentos, as obras e outros bens de valor histórico, artístico e cultural, os monumentos, as paisagens naturais notáveis e os sítios arqueológicos;	muyakũta dukumentu muraákí ita asui aãmuita sipiwasú wa kuximawáraita kuásá asui kitíwaára sesewára waitá sãgawá retéwa-itá asui tẽdá kaápuã resé waitá;	
art23.caput.inc4	inciso	impedir a evasão, a destruição e a descaracterização de obras de arte e de outros bens de valor histórico, artístico ou cultural;	tasaisú tawike taãmukurui asui tamaiwa muraákí yusiki waitá asui aãmuita sipiwasú waitá kuxima waára waitá kuásatá asui kitíwaára;	
art23.caput.inc5	inciso	proporcionar os meios de acesso à cultura, à educação, à ciência, à tecnologia, à pesquisa e à inovação;	yumuturusú kitíwaára reséwaára yũbuesá siensia teknulugia sikaisá asui pisasusá;	
art23.caput.inc6	inciso	proteger o meio ambiente e combater a poluição em qualquer de suas formas;	suãti mamẽ yaiku yasuãti kiyasá mayê iturusúsá;	
art23.caput.inc7	inciso	preservar as florestas, a fauna e a flora;	yaãmukaáturu iwí suu ita asu wiraita;	
art23.caput.inc8	inciso	fomentar a produção agropecuária e organizar o abastecimento alimentar;	mukirĩbá yumusiíya arã muraákí asui maĩta aikué arã timbiu;	
art23.caput.inc9	inciso	promover programas de construção de moradias e a melhoria das condições habitacionais e de saneamento básico;	tamãduai maĩta tamũyã arã ukaita asui purãga piri arã taikúsá asui tarimbiu resé;	
art23.caput.inc10	inciso	combater as causas da pobreza e os fatores de marginalização, promovendo a integração social dos setores desfavorecidos;	tamaã pirasuwasá resé asui umuyã waitá puxuwera tamũyã yaátirisá payẽ mamẽ yawéwa ita;	
art23.caput.inc11	inciso	registrar, acompanhar e fiscalizar as concessões de direitos de pesquisa e exploração de recursos hídricos e minerais em seus territórios;	ũbeu umuyakũta asui usikai umã seésékuá sikaisá direitu resé asui uyukawá maã ita paranãme waitá uikú asui mineriu tetãma miri upé;	
art23.caput.inc12	inciso	estabelecer e implantar política de educação para a segurança do trânsito.	yũbeu asui umuyã yũbesá pinimasa rupí pitasúkasá watasá resé;	
art23.pu	paragrafo	Leis complementares fixarão normas para a cooperação entre a União e os Estados, o Distrito Federal e os Municípios, tendo em vista o equilíbrio do desenvolvimento e do bem-estar em âmbito nacional.	ley umuturususá-ita papéra upé taãmuapika sesewára kuá kupérasãu uniãu asui istadu irũ distritu federau asui Tetãmaitá tamaã maĩta yepéwasú yukiraisá asui uikúsá purãga payẽ;	
art24.caput	caput	Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:	Uniãu istadu-itá asui disritu federau tarikuté tamuyã papéra uyusãwa seésé:	
art24.caput.inc1	inciso	direito tributário, financeiro, penitenciário, econômico e urbanístico;	Dereitu tributariu sikuyaára puraárasá rupiá mukaáturusá asui Tetãma rupí;	
art24.caput.inc2	inciso	orçamento;	Maãitá;	
art24.caput.inc3	inciso	juntas comerciais;	Piripaa resé;	
art24.caput.inc4	inciso	custas dos serviços forenses;	Muiri juiz muraákí rikuyaára;	
art24.caput.inc5	inciso	produção e consumo;	Umuyãwá asui ũbáuwa;	
art24.caput.inc6	inciso	florestas, caça, pesca, fauna, conservação da natureza, defesa do solo e dos recursos naturais, proteção do meio ambiente e controle da poluição;	Kaá-itá kasaisá, pinaitikasá suú-itá muyakũtasá kaá iwí suãtisá asui maã aikuêwa suãtisá mamẽ uikú asui muyakũta kiyásá resé;	
art24.caput.inc7	inciso	proteção ao patrimônio histórico, cultural, artístico, turístico e paisagístico;	Muyakũta sesewára waitá kuximawára waitá kitíwaára kuásá siíkasá asui kaá rãgaita resé;	
art24.caput.inc8	inciso	responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico;	Umaã seésé umuaiwa ramẽ kaá mamẽ uikúwa uyukasá supé maãita asui direitu kuásá rikuyaára istetiku beusá siíkasá asui kaá rãgaita;	
art24.caput.inc9	inciso	educação, cultura, ensino, desporto, ciência, tecnologia, pesquisa, desenvolvimento e inovação;	Yũbuesá kitíwaára buesá musaáraisá siensia teknulugia sikaisá usúsá asui pisasusá;	
art24.caput.inc10	inciso	criação, funcionamento e processo do juizado de pequenas causas;	Mukirai maĩta muraákí asui suãtisáita tamaãsá seésé kuá kuáirawá sesewára;	
art24.caput.inc11	inciso	procedimentos em matéria processual;	Usúsá seésé papéra rupí;	
art24.caput.inc12	inciso	previdência social, proteção e defesa da saúde;	Umuyãwá purãga suãti asui pitasúka saúde resé;	
art24.caput.inc13	inciso	assistência jurídica e defensoria pública;	Jurídica tamãsá asui pitasúkasá payẽ;	
art24.caput.inc14	inciso	proteção e integração social das pessoas portadoras de deficiência;	Suãti asui muike payẽ awá atiri waitá;	
art24.caput.inc15	inciso	proteção à infância e à juventude;	Suãti tainaita asui kurumiwaitá;	
art24.caput.inc16	inciso	organização, garantias, direitos e deveres das polícias civis.	Maãsá aikuésá direitu asui pulisia siviu urikútê;	
art24.par1	paragrafo	No âmbito da legislação concorrente, a competência da União limitar-se-á a estabelecer normas gerais.	mayê papéra upéwa uikú uniãu urikútê uxari siíkasá papéra wasú;	
art24.par2	paragrafo	A competência da União para legislar sobre normas gerais não exclui a competência suplementar dos Estados.	uniãu upuderi arã upuraki papéra taresé ũbá usẽmu kuá istadu umuyã muraákí;	
art24.par3	paragrafo	Inexistindo lei federal sobre normas gerais, os Estados exercerão a competência legislativa plena, para atender a suas peculiaridades.	tiramẽ yamã suãtisá federau papéraita resé payẽ istadu-itá tamuyã papéra sesewára purãga upupé arã tapuraki taápesuwa;	
art24.par4	paragrafo	A superveniência de lei federal sobre normas gerais suspende a eficácia da lei estadual, no que lhe for contrário.	suãtisá federu upurãdu papéra rupí pitasúka arã kuá suãtisá purãgawá istaduau yaára aã ramẽ aãmurupí;	
art25.caput	caput	Os Estados organizam-se e regem-se pelas Constituições e leis que adotarem, observados os princípios desta Constituição.	Istadu-itá tayumuatiri asui tapuraki mũdusáwa turusúwa asui suãtisá tarkuwa aikuéwa tamaã mũdusáwa turusúwa upé;	
